u,g,r,i,z,redshift
18.65508,16.87348,16.05235,15.62102,15.33448,0.08631276
19.53182,18.28233,17.6368,17.2869,17.0168,0.1327485
21.04507,20.52843,20.35607,20.20007,20.26465,1.454203
20.33913,19.47539,19.13112,19.03681,19.0705,-0.0008700545
21.41023,19.99097,19.93641,20.03777,20.05154,-0.0005656344
17.61889,16.58748,16.18591,16.05365,16.00755,0.000262497
21.89471,21.18389,21.11012,21.01212,21.05231,2.575027
17.70601,16.62305,16.24378,16.09952,16.0709,3.167712e-05
21.59107,21.2397,20.98113,20.52941,20.19189,0.4687276
22.18056,20.90764,20.70936,20.83969,20.6872,2.876792
19.09295,18.10611,17.64286,17.3712,17.20176,0.1061169
22.70105,23.46136,21.36801,20.15953,19.47852,0.6519497
18.76852,17.30504,16.70665,16.49837,16.39595,0.0001771265
22.0013,21.45048,19.63214,18.79841,18.39323,0.4450577
20.39454,19.01264,17.86721,17.37668,17.05206,0.1951456
18.68476,17.14646,16.39563,16.03444,15.74348,0.05391489
20.56405,18.55092,17.42703,16.92861,16.57235,0.145088
21.68396,20.93862,20.79365,20.67111,20.4692,0.0004821666
23.93477,21.06554,19.38175,18.63986,18.20823,0.4434083
20.40032,19.4509,19.1463,19.03633,19.09991,0.0007335856
20.00332,18.37818,17.57534,17.15963,16.90917,0.1041091
23.2065,19.99737,18.38745,17.7905,17.40979,0.334444
23.98661,21.43794,21.11546,20.9671,20.60857,3.06688
22.6314,21.71571,21.56802,21.32331,20.83944,2.399699
26.08736,22.57185,21.08897,19.79425,19.04374,2.222091e-06
25.28322,22.12341,20.30146,19.3751,18.86852,0.5954696
20.16842,18.7106,17.82469,17.35726,17.01015,0.113433
26.17262,23.24043,21.5131,20.39145,19.50077,0.4683889
23.62611,22.23692,20.7332,19.82701,19.35073,0.5785084
18.46669,17.88514,25.49612,24.87711,16.09237,-9.301251e-05
23.65782,22.70738,21.91053,21.01731,20.41462,0.7876738
26.3439,23.52146,21.12003,19.74247,19.31295,0.6265787
20.03616,19.59355,19.04909,18.11938,17.49387,-3.318354e-05
18.84406,17.6671,17.68881,17.75361,17.82677,-0.0003996592
21.66647,20.84087,20.67816,20.55799,20.35026,-0.0001509928
23.13365,24.0585,22.04945,20.82707,19.94458,0.6441036
24.17223,23.31814,21.58967,20.57178,19.81648,0.7234209
23.63999,21.11337,19.32056,18.60696,18.23266,0.3882034
18.63109,17.22594,16.4917,16.09146,15.83501,0.07181668
23.436,21.95462,20.13746,19.19161,18.72505,0.5097588
22.12246,21.98856,21.77273,21.14274,20.99246,0.8140713
21.04419,20.41174,19.11821,18.17555,17.5159,-0.0001280674
20.75122,20.32618,20.29316,20.27327,20.03413,0.85378
18.20448,16.59712,15.84211,15.45701,15.17403,0.04538947
23.91835,21.73179,20.01039,19.14692,18.68375,0.5340495
22.48782,21.92311,21.1849,20.10911,19.32261,0.7221897
17.20667,15.34576,14.46219,14.02683,13.71637,0.04707341
22.2267,19.8689,18.25664,17.65783,17.24771,0.2940549
21.31821,20.22447,19.99578,19.99317,19.72785,2.70976
21.62238,20.33391,19.76614,19.52497,19.48432,-0.0008115196
21.95581,19.47688,18.01711,16.86803,16.23408,1.345691e-05
17.87106,16.34436,15.73338,15.49693,15.37595,-5.835569e-05
24.0197,23.27841,21.78087,20.5778,19.62638,0.7017937
20.72879,18.81825,17.60729,17.14276,16.83648,0.1909279
22.53924,21.65595,21.77776,21.68988,21.70814,-0.0002409131
25.1427,23.509,21.78374,20.47938,19.80522,7.011245
21.60833,20.73585,20.47496,20.56021,20.16084,0.0008076258
21.28224,21.63614,21.48143,21.07101,22.84733,0.6190746
21.16526,20.2752,19.98648,19.90605,19.87743,-0.0005511832
21.93118,21.85043,21.49388,21.50564,21.11223,1.245282
22.3159,20.68478,19.28501,18.77608,18.40978,0.2660424
22.28395,21.30197,20.97513,21.11542,20.6354,0.0005850958
19.68248,19.53919,19.25968,19.198,19.19663,1.262433
22.76309,22.37383,20.63866,19.47212,19.14067,0.5876518
22.40421,21.62829,21.18196,20.52416,20.08322,1.906531
24.79084,23.58353,21.60285,20.55779,19.82486,0.5661265
24.6536,21.29591,19.34063,18.67776,18.17142,0.3895131
23.40759,21.81808,21.83535,21.72507,21.60989,-0.0005681903
20.09946,18.41754,17.42759,16.91777,16.58484,0.1506164
22.82061,22.83759,22.88928,22.12977,21.56944,0.7071575
17.95199,17.07271,16.87716,16.67659,16.65766,0.04760647
19.55885,18.39285,18.3888,18.43448,18.54697,0.0001593769
16.59385,15.5535,15.26266,15.15736,15.17217,-5.011484e-05
23.80809,21.58868,19.86355,18.99065,18.5945,0.4961968
23.72404,21.90039,20.15813,19.22248,18.87164,0.5785199
19.5857,17.65691,16.66961,16.2087,15.85136,0.08039053
19.67696,18.35908,17.65569,17.24561,16.98846,0.1471284
19.49207,18.31238,17.8205,17.47423,17.34038,0.09445342
21.53134,21.33052,21.22139,20.98272,20.50026,0.8415655
23.82965,20.98613,19.32021,18.60972,18.27529,0.420057
24.12671,22.33316,20.74945,19.62947,19.21837,0.5569932
22.58715,21.9124,21.42904,20.7963,20.49197,1.889391
21.41413,18.45665,17.00948,16.47238,16.12444,0.2235106
19.04537,17.94323,17.59829,17.39869,17.29222,0.02749045
23.38277,23.92696,21.71709,20.67175,19.8872,0.63497
23.44597,23.13238,23.48185,22.33478,21.8543,0.9043986
20.68082,19.70693,19.05175,18.73022,18.53293,0.1801267
24.47347,21.88611,20.44635,19.55938,19.01097,0.4686553
24.10556,21.4488,20.09468,18.76726,18.20716,6.896887e-06
21.36034,21.90403,21.00449,20.54082,21.43727,0.8106899
20.70615,20.85833,20.63911,20.54145,20.83751,1.301031
20.17878,19.91463,19.41648,19.13635,19.0851,1.44718
21.23821,19.26315,17.92119,17.37677,17.00934,0.1940086
22.06464,20.7953,20.5781,20.54144,20.21459,-0.0006117439
22.48215,21.91553,21.70873,21.65259,21.29985,2.209981
21.97515,21.61872,21.56153,21.28948,21.77522,1.791965
20.61213,18.60877,17.57373,17.04457,16.61423,0.07871067
24.23563,23.10665,21.15344,19.99865,19.56632,0.6172293
21.16928,21.32039,21.00788,21.1303,20.96375,1.223944
19.57255,18.59834,18.47911,18.45792,18.60459,0.001135097
24.94576,20.94115,19.07161,18.18808,17.77813,0.4713322
23.90986,22.08852,20.49985,18.25294,17.07578,-4.649034e-05
22.41457,21.10474,19.34598,18.66567,18.29251,0.3550149
20.03027,18.14574,16.93198,16.44496,16.10072,0.164842
18.44072,17.59792,17.22696,17.07682,17.02848,-0.0001847595
23.0221,22.33123,20.58855,19.6171,18.92686,0.5245766
20.98534,20.80556,20.58609,20.45624,20.43619,1.237188
25.46126,22.95562,21.75519,20.12622,19.44598,-0.0001352486
23.14158,21.35139,19.7697,18.88232,18.31813,-7.719781e-05
25.33273,23.21745,20.4991,19.45957,18.87686,0.6180463
17.19429,15.99154,16.21488,16.38074,16.4793,-0.0003042919
23.61789,22.12356,20.54422,19.4332,19.17906,0.0001249229
26.13809,21.43455,19.57495,18.81913,18.26612,0.31507
24.01065,22.62105,21.39484,20.36776,19.68964,0.6045955
19.91968,17.46956,16.25552,15.72208,15.37563,-4.936478e-05
24.40547,21.92563,20.27927,19.4467,19.01234,0.5152765
23.85934,22.0099,20.7051,19.80045,19.4672,0.5316486
22.9495,21.46762,19.72537,18.75227,18.24589,0.5133179
23.49288,22.7121,21.47195,20.47516,19.79148,0.5691048
23.62637,23.27185,21.67211,21.40038,22.77644,0.7957581
27.08704,22.24527,20.33886,19.38259,19.03361,0.488764
23.61659,22.35661,21.30244,20.6682,20.22175,0.4231205
20.23659,19.70898,19.50873,19.57934,19.28561,0.7871324
22.41886,22.33832,20.64952,19.65932,19.05283,0.5436167
25.49246,21.03762,19.15041,18.45312,18.01986,0.4218106
24.05878,22.81191,22.17316,22.491,22.31192,1.067456
27.20143,22.22796,20.53298,19.68716,19.31709,0.531413
22.54976,20.97989,20.7883,20.98296,20.79617,3.069453
22.10229,22.25386,21.95667,21.79505,22.20612,1.485855
25.33286,22.34509,20.55037,19.48957,19.02853,0.5489286
26.14426,25.0003,23.79693,22.5679,20.74394,-0.002166292
24.69205,23.88618,22.31994,20.77549,19.94121,-0.000526162
18.31792,17.09747,16.62551,16.32014,16.09293,0.0356772
24.61203,22.39927,20.8169,19.69438,19.26921,0.560026
20.95168,19.3504,18.22031,17.75022,17.42177,0.2490595
22.94205,21.41887,21.04025,20.85508,21.36236,0.0003087358
22.63957,21.83254,20.61366,19.59655,19.06394,0.5367348
23.56243,23.0631,21.62876,20.4872,19.68668,0.6254671
17.89866,16.16413,15.49522,15.26366,15.15775,-4.348771e-05
22.0938,20.11776,18.40568,17.7065,17.26532,0.3771687
22.57705,21.52197,19.95834,19.12782,18.72899,0.5065215
21.44068,20.26022,19.12626,18.56479,18.28337,0.2305333
18.7098,18.16814,17.74641,17.32114,17.31572,0.1802903
21.74335,20.78672,20.35283,20.08014,20.22368,-0.0001242006
21.42282,21.20044,20.89847,20.684,20.75372,1.221316
22.84425,19.28983,17.79369,17.22554,16.84464,0.2310547
21.91975,21.16913,20.91784,20.78299,20.67831,-0.0005098235
18.85438,17.82883,17.4645,17.23379,17.0846,0.04892397
21.4332,21.30294,20.41931,19.64881,19.24359,0.647077
24.07421,22.93556,22.31465,21.74848,20.8419,0.8470602
21.19623,19.61314,18.61617,18.16203,17.79212,0.1830815
24.12568,20.5645,19.63519,19.30772,19.03767,2.985065e-05
23.1207,21.28953,20.12435,19.06943,18.66016,0.6146085
23.22234,22.07608,21.88158,21.522,22.05775,-0.0005819383
18.66638,17.55016,17.07726,16.74104,16.59263,0.07912968
19.94543,18.45483,17.76822,17.44897,17.24274,0.03069966
19.27563,17.85836,17.13578,16.75192,16.49019,0.114041
23.87933,20.17051,19.21063,18.89951,18.81454,4.691195e-05
19.14333,17.43767,16.64221,16.19897,15.88653,0.05087066
21.62467,21.03328,20.75518,20.65799,20.72388,-0.001184375
24.22158,21.51597,20.18888,19.65491,19.14146,0.2969945
20.83039,19.60379,19.29982,19.12586,19.10795,0.0001349594
21.5252,20.8713,20.51208,20.52705,20.3842,0.000933993
22.00325,22.07924,20.40356,19.3694,18.82987,0.5543734
17.90187,17.14422,16.45493,16.05408,15.83081,0.1408577
22.93426,22.22889,20.60505,19.19542,18.6555,0.5949032
21.19289,21.17017,21.07792,20.96257,20.56594,1.001139
19.11123,17.67908,16.87426,16.43843,16.1125,0.1024823
20.05883,17.61886,16.52888,16.17419,15.97712,-1.57341e-05
20.76027,19.98749,19.55004,19.07923,18.90885,0.4882079
22.60989,21.41577,19.91004,19.11417,18.65589,0.473048
19.54333,17.46419,16.29144,15.81024,15.48799,0.1326093
18.93841,17.34805,16.488,16.02368,15.67883,0.1048361
23.33727,22.04359,21.80892,21.03836,21.151,0.7620835
20.78214,19.40882,18.80901,18.57581,18.38489,-0.0001736207
18.24415,17.94982,17.84163,17.71525,17.59753,0.7449152
21.03592,19.1541,18.20562,17.79247,17.43849,0.0983135
20.39323,18.81965,18.10742,17.82411,17.64283,0.0001631174
19.29774,17.46974,16.60691,16.2157,15.89771,0.05136121
24.92173,22.5934,20.64527,19.65189,19.10732,0.5105961
24.41378,23.72208,22.1681,20.96812,19.89522,0.6882235
20.38912,18.2869,16.89649,16.30365,15.851,0.1552902
18.98265,16.8442,15.93466,15.54983,15.31243,0.0003001832
18.82162,17.70004,17.33078,17.123,16.99627,0.03179462
23.95487,23.8604,21.41004,20.41757,19.63187,0.6038502
20.06762,18.18427,17.14461,16.6909,16.29803,0.1167226
22.90774,20.89487,20.48374,20.33844,21.08793,-0.0004242467
23.57495,23.48084,21.85014,20.10423,19.26538,0.0001270607
19.68629,17.48284,16.53171,16.14853,15.90649,-0.0002173361
17.87604,17.97632,18.32019,18.59656,18.81791,2.527712
20.2522,19.97792,19.87124,19.83863,19.67828,2.125038
22.17773,21.73797,21.79179,21.38858,21.25022,1.690189
23.69957,21.96303,20.06411,19.10647,18.72216,0.5183434
20.54357,19.52276,19.18177,18.91891,18.76699,0.02970133
21.49287,20.52323,19.98526,19.82195,19.77395,-0.0005464011
20.17841,19.17446,18.71498,18.50457,18.43667,0.0005525263
23.0413,21.53084,20.48593,19.44688,19.04709,0.7079093
24.21786,21.46168,19.69717,18.81293,18.2898,0.4865107
20.79888,20.72252,20.64947,20.49218,20.83191,1.532146
18.87377,17.97414,17.19501,16.7776,16.58353,0.227959
19.27538,18.21465,17.69131,17.32391,17.18488,0.1210497
22.93227,23.60386,21.5892,20.36643,19.49315,0.8336266
24.20494,23.00216,21.22162,20.1414,19.75212,0.6026525
20.9922,21.00671,21.16084,20.85902,20.78944,1.880287
19.59062,18.1136,17.41138,17.08334,16.85714,0.06207767
23.22035,22.36981,21.55292,20.8815,20.93495,0.1077089
22.31489,21.9833,21.72888,21.60083,21.0347,1.583845
25.10954,23.73682,21.65204,20.37923,19.60334,0.7667224
23.08779,22.58599,21.28562,19.97215,19.40073,0.6804712
19.9954,18.49007,17.7215,17.39948,17.238,0.0001256307
22.3595,21.99278,21.6617,21.31494,21.05129,1.005804
23.28424,22.47693,20.88024,19.72466,19.28478,0.6450074
23.21701,20.34717,19.52545,19.31101,19.22045,3.381138
19.56008,17.67873,16.88595,16.5583,16.39302,0.0002068978
17.44448,16.06777,15.48756,15.27572,15.16586,-0.0002453065
19.37219,18.31223,17.86293,17.70282,17.58969,0.0005876443
22.08515,22.02856,21.16269,20.57465,20.12972,0.7619442
18.31824,17.06565,16.68012,16.43196,16.2366,0.06318868
22.83133,21.10865,19.17479,18.40356,17.94598,0.434126
19.79401,19.07395,18.83067,18.75229,18.81243,0.0001172717
21.08435,21.16263,20.72088,20.72705,20.63628,1.346127
23.05564,23.32213,21.63749,20.45024,19.73775,0.6618731
25.81781,21.66278,20.08398,19.05594,18.6554,0.5285644
19.60055,17.88059,17.05932,16.69891,16.40006,0.04651184
24.18288,22.20444,20.77443,19.79149,19.33339,0.5633161
22.39646,21.43266,19.60702,18.8928,18.44572,0.4227875
22.45782,22.88503,22.17801,21.33004,21.38964,0.7851895
18.81764,19.00441,19.43823,19.69151,19.59744,-0.0003479167
22.60591,21.57718,21.30358,20.97975,20.61248,0.001272968
20.15083,20.13362,19.88649,19.95359,19.65079,0.9188372
20.00233,19.07903,18.73714,18.59912,18.53556,-0.000281407
25.36108,23.13503,22.05365,20.92813,19.93523,0.6800964
25.14092,22.68673,21.02972,19.94423,19.44973,0.5238128
24.29267,21.35324,19.8594,19.04792,18.63801,0.5295055
23.69037,21.66498,20.24754,19.46935,18.90078,0.4823126
21.88539,21.76665,21.45903,21.38277,21.22606,1.271988
22.03362,21.5503,21.44775,21.48259,21.04487,2.248275
24.49875,23.48528,21.8695,20.6683,19.90181,0.5848612
17.72532,15.83024,14.95042,14.50769,14.17542,0.0551129
22.71918,22.53524,21.5682,20.56002,19.88637,0.7427703
22.98637,20.64968,19.49802,18.95124,18.53938,0.2016601
25.38226,22.06817,20.1941,19.29925,18.80571,0.4438514
20.1845,19.1707,18.83853,18.72206,18.71043,-0.0007006031
26.53638,21.20828,19.31673,18.63808,18.24765,0.3634282
21.83291,20.1019,18.55844,17.96015,17.59615,0.2976516
22.76598,22.34175,21.9537,20.79805,20.57384,0.937243
23.71051,21.55709,21.17439,21.3271,20.7362,2.282002
20.65293,19.09342,18.56169,18.36359,18.29044,-0.0004067348
21.98716,19.44727,18.0646,17.52708,17.19177,0.2178891
21.51485,20.39929,19.9812,19.65456,19.60588,1.184004
21.34086,20.39607,19.73894,19.32743,19.18082,0.1284741
24.50431,21.31727,19.92275,18.7521,18.14206,-2.979395e-05
23.0091,22.01475,21.01606,19.92942,19.57195,0.7207564
21.14477,20.94071,20.63345,20.66438,20.59053,0.8972334
24.53102,19.9573,18.89606,18.55467,18.33777,-0.0001293361
24.90484,24.70786,21.89564,20.62106,19.99866,0.7122629
19.30692,18.11358,17.54175,17.33449,17.13184,0.05278882
22.89892,22.65615,20.93728,19.79368,19.14396,0.6046835
23.06615,22.18638,22.14614,22.276,21.80066,0.001785815
22.35968,22.17615,21.84103,21.52114,21.27253,0.8271044
21.86157,20.78945,20.59485,20.67383,20.54897,2.950487
19.19408,17.02603,16.61554,16.30781,16.30419,0.04581935
23.35193,23.21265,21.42759,20.23211,19.59726,0.6529945
22.33213,20.4391,18.80168,18.18884,17.86449,0.2892657
23.24814,22.33123,20.742,19.78332,19.62678,0.5473588
22.46078,21.88136,21.9812,21.98193,21.79005,0.9892371
22.87177,22.40728,21.0696,20.03629,19.32046,0.7137243
21.9207,22.25355,21.3782,21.43419,21.17392,1.225604
20.88611,21.10231,20.73229,20.63586,20.96821,1.377898
23.51756,22.98835,21.53814,20.46318,19.82051,0.6057876
19.60161,19.41832,19.41733,19.1395,19.05412,1.854104
21.56158,19.61822,18.86628,18.93082,18.44363,0.0001226598
23.2292,22.89198,21.1204,19.9438,19.42812,0.6200897
24.18807,22.37586,20.62766,19.68408,19.23329,0.4953213
18.69918,17.30197,16.74335,16.53711,16.44809,-8.15327e-05
25.20651,23.21247,21.40352,20.4012,19.69113,0.5285242
25.38281,22.0328,20.3201,19.47286,18.98466,0.4513525
18.87719,17.64497,17.17469,16.89392,16.74986,0.05493288
25.40007,21.483,19.87101,19.10928,18.74362,0.4358687
22.09725,21.73586,21.51198,21.03644,21.45933,0.6426974
22.41545,21.38394,19.92759,19.15027,18.92665,0.453661
22.0468,21.97105,21.93107,21.94585,21.77425,2.020647
22.58201,21.12425,20.86848,20.68337,20.23572,2.521542
20.96939,19.64742,19.036,18.86082,18.77406,5.094998e-06
20.25299,18.4295,17.28623,16.83855,16.49674,0.1736351
22.16608,21.69071,21.82335,21.79243,20.69028,2.014792
21.1984,18.98282,17.80041,17.31383,16.9418,0.1827124
20.29655,20.25053,20.25976,20.15369,20.01854,2.047923
22.66879,21.79897,21.72667,21.54556,21.33438,2.122622
22.94091,22.26334,20.48227,19.29848,18.76964,0.5898307
24.51787,23.10459,21.33184,18.84318,17.625,-0.0001505295
20.94816,20.68033,20.30296,20.29061,19.90487,1.004331
23.50962,21.30165,20.89702,20.78104,21.21758,-0.001139735
24.5114,23.87466,21.79861,20.62796,19.97372,0.7562183
19.37931,18.09564,17.18694,16.73129,16.40516,0.1730405
19.96833,17.8949,16.96559,16.6228,16.41773,3.112831e-06
19.8438,17.79622,16.8588,16.39688,16.03424,0.07833196
23.45395,22.88304,22.85302,22.3021,21.67254,0.7893293
22.85167,21.07633,19.20177,18.53637,18.16272,0.4043753
22.49205,21.68883,21.36404,21.13753,21.3545,0.002324146
22.73032,24.13341,22.5473,21.3006,19.80902,0.8447468
19.46586,18.35509,17.89592,17.73549,17.6688,-0.0001548569
19.4233,18.2598,17.73709,17.34837,17.2187,0.1123121
20.52371,17.91532,16.87649,16.51332,16.32479,-0.0001802047
20.70633,20.52892,20.35513,20.28909,20.03237,0.7420105
19.64262,17.95175,17.06969,16.60949,16.23162,0.03755179
21.44352,21.12825,20.30464,19.04647,19.35551,0.4991259
20.16103,18.5694,17.64132,17.15599,16.79291,0.1380462
22.49728,21.20946,20.80136,20.66263,20.18908,-0.0009701859
25.64708,23.60357,21.57984,20.43122,19.51604,0.6377915
19.8125,19.54077,19.39271,19.29224,19.06851,2.097657
23.7706,21.81487,20.84681,19.87724,19.43587,0.5772992
19.60068,19.27475,19.33119,19.22036,19.44967,0.6244494
23.55619,22.50572,20.42412,19.55208,19.32798,0.4636769
22.32987,20.51035,18.80614,18.17688,17.76826,0.3276799
24.63467,22.39204,20.9216,19.70375,19.77252,4.686135e-05
20.56165,18.44677,17.4698,17.07781,16.76393,0.129338
20.82086,18.76818,17.69555,17.18857,16.72899,0.1170076
25.02358,23.5046,21.59146,20.57609,19.65523,0.8162166
21.47386,19.44088,17.93314,17.38706,17.05832,0.2371463
19.54194,18.18081,17.64038,17.43617,17.33742,0.0001101955
21.40363,20.84388,20.68829,20.66032,20.33397,2.578678
20.27859,18.44428,17.38542,16.91197,16.48909,0.1143115
23.87296,22.31972,20.63322,19.7113,19.40212,0.5003
22.40256,21.33002,20.90228,20.72513,20.65884,2.792676
22.72816,22.79104,21.15483,20.20748,19.54341,0.5160306
20.65136,18.61546,17.60648,17.18758,16.84346,0.1162867
22.85913,22.90596,21.19869,20.17896,19.6522,0.5538619
21.53108,21.64757,21.36157,21.28695,21.20126,1.408412
19.70182,18.12805,17.78139,17.62828,17.36137,0.03725336
23.65208,21.19229,19.91353,18.51695,17.71222,-0.0001375968
17.67689,17.63046,17.96788,18.22371,18.47521,-0.0001674829
23.4318,23.83116,22.11233,20.74169,19.7017,0.715405
20.54266,19.29635,19.31488,19.33712,19.3737,-0.000235243
23.82696,22.80836,22.09554,20.82038,19.95614,0.845488
18.17677,17.18321,16.70782,16.19512,16.05137,0.0782228
24.72268,21.9134,20.20538,19.13867,18.82478,0.5499981
21.35318,21.08525,20.8245,20.49673,20.21286,0.7683545
18.38627,16.58743,15.93923,15.57184,15.30392,0.08499426
21.94339,21.7533,21.60454,21.30359,21.47326,2.034522
17.20638,17.06055,17.10474,17.15683,16.64747,0.3548921
23.98745,20.85579,19.14559,18.42897,18.04827,0.422245
24.64305,22.66681,21.00574,19.86525,19.2885,0.3608126
19.53977,17.9009,17.18822,16.86502,16.60755,0.05802451
21.56501,18.84074,17.62423,16.41021,16.15751,2.407654e-05
20.82462,20.41947,20.08522,19.97264,19.61333,0.4181992
23.01346,20.67957,19.11837,18.18838,17.65664,0.513078
23.61847,21.73613,20.25182,19.35573,19.02292,0.4982986
19.72469,18.24406,17.41723,17.01817,16.70091,0.09547939
24.04312,21.85876,21.48116,21.2307,20.88692,1.889786
19.32689,17.38511,16.3319,15.89466,15.50498,0.1343865
20.28287,19.19115,18.77047,18.62444,18.57817,-0.000300574
22.67414,24.06276,21.85362,20.62905,19.85512,0.6879302
20.01164,18.88406,18.65886,18.50458,18.50922,1.965516e-05
21.67655,21.65101,21.63345,21.30926,21.70441,1.835689
23.6681,22.94448,20.69923,19.79799,19.22492,0.4702788
22.3965,26.95052,22.13437,20.84627,19.58398,1.556492
23.5691,23.85042,21.77117,20.74009,19.93571,0.5244117
23.31076,21.84305,20.35222,18.76561,17.88107,2.688147e-05
21.7811,21.01935,20.45078,20.39384,20.20648,-0.0004325892
20.7783,18.88727,17.78712,17.35696,17.08945,0.1677314
20.63849,20.09478,20.04624,20.05772,19.63505,2.361876
20.86592,19.5663,19.02238,18.83238,18.74775,-0.0005434996
22.64624,21.58363,21.7926,21.40289,21.43897,2.31065
22.62688,21.33351,20.2823,19.38245,18.89148,0.3410044
19.96411,19.3665,19.14662,19.03655,18.88265,0.7198356
21.69656,21.53658,21.32234,21.25455,20.70784,0.8017401
22.24975,26.00303,21.30712,20.29714,19.49289,1.498325
22.57214,21.25133,19.92189,18.62571,19.12077,0.190115
20.14942,19.26357,18.94919,18.8336,18.85022,0.0007521975
